Agency,Alarm Date,Burn Days,Burn Days (raw),Comments,Cont Date,Fire Name,Fire Num,Inc Num,State,Unit Id,Year,C Method,Cause,Geometry Wildfire,Gis Acres,Objectid,Objective,Report Ac,SHAPE Area,SHAPE Length
CDF,6/18/2020 12:00:00 AM,5,5,,6/23/2020 12:00:00 AM,NELSON,,00013212,CA,NEU,2020,1,11,MultiPolygon,109.6025,21440,1,110,4.605001319e-05,0.035732964
CDF,6/1/2020 12:00:00 AM,3,3,,6/4/2020 12:00:00 AM,AMORUSO,,00011799,CA,NEU,2020,1,2,MultiPolygon,685.58502,21441,1,670,0.000287811,0.101177989
CDF,8/10/2020 12:00:00 AM,3,-162,,3/1/2020 12:00:00 AM,ATHENS,,00018493,CA,NEU,2020,1,14,MultiPolygon,27.30048,21442,1,26,1.146338145e-05,0.017449619
CDF,3/31/2020 12:00:00 AM,1,1,,4/1/2020 12:00:00 AM,FLEMING,,00007619,CA,NEU,2020,1,9,MultiPolygon,12.93155,21443,1,13,5.438851113e-06,0.016557145
CDF,4/14/2020 12:00:00 AM,5,5,,4/19/2020 12:00:00 AM,MELANESE,,00008471,CA,NEU,2020,1,18,MultiPolygon,10.31596,21444,1,10.3,4.370757512e-06,0.010919637
CDF,7/5/2020 12:00:00 AM,0,0,,7/5/2020 12:00:00 AM,PFE,,00014858,CA,NEU,2020,1,14,MultiPolygon,36.701931,21445,1,36,1.538716202e-05,0.024266669
DOD,7/15/2020 12:00:00 AM,1,1,Beale Air Force Base,7/16/2020 12:00:00 AM,VALLEY,,00015865,CA,,2020,1,14,MultiPolygon,376.91049,21446,1,377,0.000158894,0.074339345
CDF,7/9/2020 12:00:00 AM,3,3,,7/12/2020 12:00:00 AM,WALDO,,00015275,CA,NEU,2020,1,9,MultiPolygon,10.10221,21447,1,10.7,4.259077275e-06,0.010780021
CDF,3/10/2020 12:00:00 AM,1,1,,3/11/2020 12:00:00 AM,WILLOW,,00006064,CA,NEU,2020,1,5,MultiPolygon,33.973888,21448,1,34,1.437663299e-05,0.019101653
CDF,9/9/2020 12:00:00 AM,34,34,,10/13/2020 12:00:00 AM,WILLOWS,,00021423,CA,NEU,2020,3,7,MultiPolygon,1309.09,21449,1,1311,0.000553775,0.121500636
CDF,7/6/2020 12:00:00 AM,0,0,,7/6/2020 12:00:00 AM,DYER,,00015012,CA,NEU,2020,1,8,MultiPolygon,194.66029,21450,1,195,8.162443363e-05,0.058534400
CDF,7/24/2020 12:00:00 AM,7,7,,7/31/2020 12:00:00 AM,FARRIER,,00016781,CA,NEU,2020,1,8,MultiPolygon,22.6343,21451,1,22.7,9.490761595e-06,0.013441747
CDF,10/6/2020 12:00:00 AM,3,3,,10/9/2020 12:00:00 AM,FIELDS,,00023897,CA,NEU,2020,1,5,MultiPolygon,55.32843,21452,1,55,2.334074479e-05,0.025232566
CDF,8/17/2020 12:00:00 AM,42,42,aka INDIAN,9/28/2020 12:00:00 AM,JONES,,00019231,CA,NEU,2020,3,1,MultiPolygon,705.54602,21453,1,705,0.000298036,0.117069845
DOD,8/2/2020 12:00:00 AM,0,0,Beale Air Force Base,8/2/2020 12:00:00 AM,PAVE PAWS,,00017717,CA,,2020,1,11,MultiPolygon,532.77338,21454,1,532,0.000224634,0.082976748
CDF,6/15/2020 12:00:00 AM,0,0,,6/15/2020 12:00:00 AM,RIOSA,,00012970,CA,NEU,2020,1,11,MultiPolygon,13.69473,21455,1,13.8,5.761761301e-06,0.013659768
CDF,6/17/2020 12:00:00 AM,8,8,,6/25/2020 12:00:00 AM,NELSON,,00006825,CA,BTU,2020,1,14,MultiPolygon,103.3313,21456,1,95,4.380188421e-05,0.045731691
CDF,8/17/2020 12:00:00 AM,24,24,2020 BUTTE LIGHTNING COMPLEX,9/10/2020 12:00:00 AM,POTTERS ,,00009692,CA,BTU,2020,1,1,MultiPolygon,925.40192,21458,1,710,0.000392466,0.130200262
CDF,8/17/2020 12:00:00 AM,24,24,2020 BUTTE LIGHTNING COMPLEX,9/10/2020 12:00:00 AM,CASSCADE CREEK,,00009703,CA,BTU,2020,1,1,MultiPolygon,260.1756,21459,1,12,0.000110554,0.054899914
CDF,6/18/2020 12:00:00 AM,5,5,,6/23/2020 12:00:00 AM,TEDDY,,00006891,CA,BTU,2020,1,14,MultiPolygon,13.27956,21460,1,134,5.617409392e-06,0.013968614
CDF,6/29/2020 12:00:00 AM,0,0,,6/29/2020 12:00:00 AM,COAST,,00003906,CA,CZU,2020,7,7,MultiPolygon,20.2083,21461,1,20,8.275110056e-06,0.013827665
CDF,8/16/2020 12:00:00 AM,39,39,,9/24/2020 12:00:00 AM,CZU LIGHTNING COMPLEX,,00005205,CA,CZU,2020,7,1,MultiPolygon,86553.461,21462,1,86509,0.035526340,2.054992017
CDF,9/7/2020 12:00:00 AM,21,21,,9/28/2020 12:00:00 AM,OAK,,00010700,CA,MEU,2020,7,9,MultiPolygon,1146.4659,21463,1,1100,0.000485758,0.145593486
CDF,8/18/2020 12:00:00 AM,8,8,,8/26/2020 12:00:00 AM,CREEK,,00009786,CA,MEU,2020,7,10,MultiPolygon,834.24432,21464,1,820,0.000355078,0.102977115
CDF,8/18/2020 12:00:00 AM,64,64,,10/21/2020 12:00:00 AM,3-19,,00009781,CA,MEU,2020,4,1,MultiPolygon,65.008553,21465,1,62,2.746229159e-05,0.020762447
CDF,6/9/2020 12:00:00 AM,9,9,,6/18/2020 12:00:00 AM,VINEYARD,,00006489,CA,MEU,2020,1,2,MultiPolygon,150.49451,21466,1,150,6.324327908e-05,0.046232138
CDF,8/10/2020 12:00:00 AM,5,5,,8/15/2020 12:00:00 AM,MINA,,00009342,CA,MEU,2020,2,4,MultiPolygon,158.8692,21467,1,170,6.764032443e-05,0.041658160
CDF,2/15/2020 12:00:00 AM,0,0,,2/15/2020 12:00:00 AM,BEAR,,00001401,CA,HUU,2020,1,5,MultiPolygon,10.47374,21468,1,11,4.505784070e-06,0.011944342
CDF,10/23/2020 12:00:00 AM,0,0,,10/23/2020 12:00:00 AM,REDWOOD,,00009006,CA,HUU,2020,1,2,MultiPolygon,101.4003,21469,1,102,4.361443708e-05,0.028837024
CDF,3/2/2020 12:00:00 AM,4,4,,3/6/2020 12:00:00 AM,GRIZZLY,,00002412,CA,TGU,2020,1,14,MultiPolygon,155.27299,21470,1,154,6.603289919e-05,0.052389920
CDF,2/22/2020 12:00:00 AM,1,1,,2/23/2020 12:00:00 AM,BEEGUM,,00002023,CA,TGU,2020,2,18,MultiPolygon,181.44051,21471,1,200,7.781523283e-05,0.091032258
CDF,8/17/2020 12:00:00 AM,1,1,,8/18/2020 12:00:00 AM,4-8,,00008808,CA,TGU,2020,1,1,MultiPolygon,278.01001,21472,1,300,0.000117802,0.071275162
CDF,8/16/2020 12:00:00 AM,1,1,,8/17/2020 12:00:00 AM,ELK,,00008702,CA,TGU,2020,1,1,MultiPolygon,730.48138,21473,1,727,0.000309897,0.098015122
CDF,4/23/2020 12:00:00 AM,1,1,,4/24/2020 12:00:00 AM,RED,,00004162,CA,TGU,2020,1,5,MultiPolygon,26.40666,21474,1,26.4,1.128099185e-05,0.021127934
CDF,12/24/2020 12:00:00 AM,0,0,,12/24/2020 12:00:00 AM,MINE,,00011303,CA,HUU,2020,1,5,MultiPolygon,11.07413,21475,1,11,4.756408782e-06,0.014556606
CDF,6/30/2020 12:00:00 AM,11,11,,7/11/2020 12:00:00 AM,AVOCADO,,00007464,CA,BTU,2020,1,14,MultiPolygon,137.58141,21476,1,136,5.821220717e-05,0.031422274
CDF,6/20/2020 12:00:00 AM,2,2,,6/22/2020 12:00:00 AM,HONCUT,,00006966,CA,BTU,2020,1,14,MultiPolygon,88.18602,21477,1,89,3.729606739e-05,0.031735741
CDF,10/15/2020 12:00:00 AM,5,5, ,10/20/2020 12:00:00 AM,GRAND,,00012308,CA,BTU,2020,1,14,MultiPolygon,31.06109,21478,1,30,1.316594745e-05,0.024648742
CCO,7/5/2020 12:00:00 AM,2,2, ,7/7/2020 12:00:00 AM,PARK FIRE,,20075598,CA,ORC,2020,1,14,MultiPolygon,24.097839,21479,1,21,9.494317270e-06,0.016569853
CDF,10/26/2020 12:00:00 AM,7,7, ,11/2/2020 12:00:00 AM,SILVERADO,,20121364,CA,ORC,2020,7,14,MultiPolygon,12469.2,21480,1,0,0.004908327,0.538847673
CDF,10/26/2020 12:00:00 AM,7,7, ,11/2/2020 12:00:00 AM,BLUE RIDGE,,20121612,CA,ORC,2020,7,14,MultiPolygon,13694.53,21481,1,0,0.005402612,0.545948043
CDF,12/3/2020 12:00:00 AM,4,4, ,12/7/2020 12:00:00 AM,BOND,,20136890,CA,ORC,2020,7,14,MultiPolygon,6681.1011,21482,1,0,0.002630552,0.442161091
CDF,8/14/2020 12:00:00 AM,0,0,,8/14/2020 12:00:00 AM,CLARK,,00009565,CA,BTU,2020,1,14,MultiPolygon,106.7851,21483,1,110,4.533650667e-05,0.047598006
CDF,8/10/2020 12:00:00 AM,2,2,,8/12/2020 12:00:00 AM,DULUTH,,00018540,CA,NEU,2020,1,10,MultiPolygon,71.949944,21484,1,65,3.019781559e-05,0.045094174
CDF,6/5/2020 12:00:00 AM,1,1,,6/6/2020 12:00:00 AM,KARCHNER,,00002117,CA,NEU,2020,1,2,MultiPolygon,30.024929,21485,1,30,1.263674296e-05,0.015186794
LRA,10/15/2020 12:00:00 AM,2,2,Yuba City Fire,10/17/2020 12:00:00 AM,SIMPSON,,00024660,CA,NEU,2020,6,14,MultiPolygon,28.57456,21486,1,29,1.204786974e-05,0.014928131
CDF,6/11/2020 12:00:00 AM,2,2,,6/13/2020 12:00:00 AM,WATT,,00012647,CA,NEU,2020,1,14,MultiPolygon,39.866058,21487,1,40,1.671414509e-05,0.027912659
CDF,12/31/2020 12:00:00 AM,3,-335,,1/31/2020 12:00:00 AM,LOCUST,,00031508,CA,NEU,2020,1,5,MultiPolygon,15.85951,21488,1,16,6.651707584e-06,0.012760659
CDF,5/6/2020 12:00:00 AM,3,3,,5/9/2020 12:00:00 AM,GARDEN,,00005015,CA,BTU,2020,1,2,MultiPolygon,49.009911,21489,1,50,2.078686645e-05,0.028446028
CDF,7/20/2020 12:00:00 AM,2,2,,7/22/2020 12:00:00 AM,FEATHER,,00008456,CA,BTU,2020,1,14,MultiPolygon,14.74075,21490,1,14.9,6.247439056e-06,0.011851730
CDF,7/18/2020 12:00:00 AM,1,1, ,7/19/2020 12:00:00 AM,BADGER,,00005356,CA,SKU,2020,1,10,MultiPolygon,557.30603,21491,1,557,0.000244294,0.108179571
CDF,7/25/2020 12:00:00 AM,0,0,,7/25/2020 12:00:00 AM,MINER,,00005595,CA,SKU,2020,1,14,MultiPolygon,23.13611,21492,1,22,1.007741099e-05,0.023184210
CDF,7/27/2020 12:00:00 AM,0,0,From ODF aka Jenny Creek Fed Inc# ORMED-000227,7/27/2020 12:00:00 AM,JENNY 2-3,,00005678,CA,SKU,2020,1,1,MultiPolygon,14.63708,21493,1,12,6.437731339e-06,0.012477990
CDF,9/9/2020 12:00:00 AM,0,0,,9/9/2020 12:00:00 AM,SCHOOLHOUSE,,00007096,CA,SKU,2020,1,14,MultiPolygon,37.064041,21494,1,36,1.621882308e-05,0.018446686
CDF,5/17/2020 12:00:00 AM,0,0,,5/17/2020 12:00:00 AM,TOWNSEND,,00003484,CA,SKU,2020,1,5,MultiPolygon,13.73043,21495,1,13.74,6.012238568e-06,0.014392425
CDF,9/11/2020 12:00:00 AM,0,0,,9/11/2020 12:00:00 AM,SHACKLEFORD,,00007137,CA,SKU,2020,1,14,MultiPolygon,37.650269,21496,1,37,1.644884920e-05,0.022913986
CDF,8/20/2020 12:00:00 AM,16,16,Cause= Weed Eating,9/5/2020 12:00:00 AM,MOC,,00009457,CA,TCU,2020,1,9,MultiPolygon,2857.605,21497,1,2857.36,0.001182826,0.200020481
CDF,8/18/2020 12:00:00 AM,10,10,Cause = Grinding,8/28/2020 12:00:00 AM,SALT,,00009353,CA,TCU,2020,1,9,MultiPolygon,1593.7321,21498,1,1593.91,0.000661551,0.132814131
CDF,6/16/2020 12:00:00 AM,7,7,Cause = Grinding,6/23/2020 12:00:00 AM,WALKER,,00006494,CA,TCU,2020,2,9,MultiPolygon,1398.004,21499,1,1422,0.000580863,0.155976380
CCO,6/17/2020 12:00:00 AM,1,1,,6/18/2020 12:00:00 AM,BAKER,,02024545,CA,KRN,2020,1,14,MultiPolygon,165.17979,21500,1,165.179799780,6.625442326e-05,0.064190974
CCO,7/1/2020 12:00:00 AM,4,4,SRA,7/5/2020 12:00:00 AM,BENA,,02027271,CA,KRN,2020,1,14,MultiPolygon,2884.4431,21501,1,2884.443908168,0.001156864,0.178104874
CCO,7/9/2020 12:00:00 AM,3,3,Crew 10,7/12/2020 12:00:00 AM,FLAT,,02028833,CA,KRN,2020,1,14,MultiPolygon,40.097729,21502,1,40.097744787,1.608150157e-05,0.028627165
CCO,7/26/2020 12:00:00 AM,1,1,,7/27/2020 12:00:00 AM,COMANCHE,,02031924,CA,KRN,2020,1,14,MultiPolygon,66.116478,21503,1,66.116488053,2.647727599e-05,0.033586541
CCO,7/30/2020 12:00:00 AM,0,0,,7/30/2020 12:00:00 AM,SHEEP,,02032616,CA,KRN,2020,1,14,MultiPolygon,233.05611,21504,1,233.056177392,9.328162098e-05,0.060363229
CCO,8/4/2020 12:00:00 AM,1,1,West wind. ,8/5/2020 12:00:00 AM,RESERVE,,02033499,CA,KRN,2020,1,14,MultiPolygon,11.50082,21505,1,11.500825767,4.611846148e-06,0.014285022
CCO,8/5/2020 12:00:00 AM,1,1,,8/6/2020 12:00:00 AM,JOHNSON,,02033650,CA,KRN,2020,1,14,MultiPolygon,37.951092,21506,1,37.951095912,1.523733989e-05,0.024303774
BLM,6/17/2020 12:00:00 AM,0,0,IRWINID 3c1195d7-ac3c-4a9c-b918-007c11227750 KRN inc# 034749,6/17/2020 12:00:00 AM,SODA,,00034749,CA,CND,2020,1,1,MultiPolygon,421.46991,21507,1,,0.000168335,0.066778502
CCO,8/14/2020 12:00:00 AM,0,0,,8/14/2020 12:00:00 AM,WOODY,,02035078,CA,KRN,2020,1,14,MultiPolygon,90.571693,21508,1,90.571702679,3.644898699e-05,0.029203070
CCO,8/16/2020 12:00:00 AM,1,1,Crew 10,8/17/2020 12:00:00 AM,BLUE,,02035487,CA,KRN,2020,1,14,MultiPolygon,19.899139,21509,1,19.899141454,7.964173701e-06,0.016807532
CCO,8/29/2020 12:00:00 AM,0,0,,8/29/2020 12:00:00 AM,SHERWOOD,,02037640,CA,KRN,2020,1,14,MultiPolygon,41.188869,21510,1,41.188873161,1.796287623e-05,0.017859658
CCO,9/9/2020 12:00:00 AM,0,0,,9/9/2020 12:00:00 AM,VISTA ,,02039431,CA,KRN,2020,1,14,MultiPolygon,34.71796,21511,1,34.717962901,1.389496318e-05,0.021056711
CCO,9/19/2020 12:00:00 AM,0,0,,9/19/2020 12:00:00 AM,GARCES,,02041011,CA,KRN,2020,1,14,MultiPolygon,10.84567,21512,1,10.845677451,4.374064443e-06,0.010491730
CCO,10/18/2020 12:00:00 AM,1,1,C10,10/19/2020 12:00:00 AM,LILAC,,02045515,CA,KRN,2020,1,14,MultiPolygon,52.846809,21513,1,52.846820590,2.115188233e-05,0.026704950
CCO,12/2/2020 12:00:00 AM,1,1,Perimeter goes all the way to the freeway ,12/3/2020 12:00:00 AM,WATER,,02052313,CA,KRN,2020,1,14,MultiPolygon,22.36359,21514,1,22.363596492,8.889910722e-06,0.017772429
CCO,8/3/2020 12:00:00 AM,0,0,,8/3/2020 12:00:00 AM,STAGECOACH,,02033315,CA,KRN,2020,1,14,MultiPolygon,7750.6372,21515,1,7750,0.003114110,0.390034131
CDF,6/7/2020 12:00:00 AM,4,4,,6/11/2020 12:00:00 AM,HUNTERS,,00011682,CA,MMU,2020,1,2,MultiPolygon,82.140099,21516,1,80,3.391563489e-05,0.036749377
CDF,6/28/2020 12:00:00 AM,3,3,,7/1/2020 12:00:00 AM,PASS,,00013431,CA,MMU,2020,1,11,MultiPolygon,2163.6621,21517,1,2192,0.000886921,0.134413359
CDF,7/11/2020 12:00:00 AM,4,4,,7/15/2020 12:00:00 AM,POWER,,00014707,CA,MMU,2020,1,11,MultiPolygon,151.5495,21518,1,108,6.221296937e-05,0.042933516
CDF,7/15/2020 12:00:00 AM,2,2,,7/17/2020 12:00:00 AM,BEN,,00015036,CA,MMU,2020,1,11,MultiPolygon,48.125351,21519,1,48,1.982514511e-05,0.024120331
CDF,8/30/2020 12:00:00 AM,3,3,,9/2/2020 12:00:00 AM,HENSLEY,,00019014,CA,MMU,2020,1,7,MultiPolygon,398.48151,21520,1,400,0.000163416,0.117514221
CDF,8/15/2020 12:00:00 AM,0,0,,8/15/2020 12:00:00 AM,FRANCISCAN,,00008178,CA,SHF,2020,1,2,MultiPolygon,15.77985,21521,1,15,6.782499610e-06,0.017707836
CDF,4/25/2020 12:00:00 AM,1,1,,4/26/2020 12:00:00 AM,BAR,,00003809,CA,SHU,2020,1,5,MultiPolygon,57.785629,21522,1,55,2.489206311e-05,0.048068462
CDF,5/31/2020 12:00:00 AM,0,0,,5/31/2020 12:00:00 AM,LEOPARD,,00005006,CA,SHU,2020,1,7,MultiPolygon,16.629,21523,1,16,7.148499450e-06,0.023208640
CCO,6/14/2020 12:00:00 AM,3,3,SBC 6756,6/17/2020 12:00:00 AM,DRUM,,02012322,CA,SBC,2020,1,2,MultiPolygon,695.47058,21524,1,696,0.000276692,0.146334692
CCO,6/6/2020 12:00:00 AM,0,0,SBC 6375,6/6/2020 12:00:00 AM,TWITCHELL,,02011706,CA,SBC,2020,1,1,MultiPolygon,28.684549,21525,1,28,1.145602481e-05,0.026858707
CCO,10/31/2020 12:00:00 AM,0,0,SBC 12726,10/31/2020 12:00:00 AM,BALLARD,,02023312,CA,SBC,2020,1,14,MultiPolygon,17.29714,21526,1,17,6.883139876e-06,0.017001065
CCO,11/29/2020 12:00:00 AM,2,2,SBC 13884,12/1/2020 12:00:00 AM,GAREY,,02025625,CA,SBC,2020,1,2,MultiPolygon,12.15279,21527,1,12,4.848449550e-06,0.020017029
CDF,7/19/2020 12:00:00 AM,2,2,,7/21/2020 12:00:00 AM,PLATINA,,00007049,CA,SHU,2020,1,9,MultiPolygon,339.46661,21528,1,350,0.000145811,0.072285633
CDF,2/26/2020 12:00:00 AM,0,0,,2/26/2020 12:00:00 AM,ROSA,,00001895,CA,SHU,2020,1,5,MultiPolygon,10.7585,21529,1,14,5.737048622e-06,0.015709324
CDF,8/9/2020 12:00:00 AM,0,0,,8/9/2020 12:00:00 AM,SPRINGS,,00007944,CA,SHU,2020,1,8,MultiPolygon,10.29982,21530,1,10.25,4.436594452e-06,0.011518410
CDF,8/13/2020 12:00:00 AM,0,0,,8/13/2020 12:00:00 AM,PINES,,00008109,CA,SHU,2020,1,9,MultiPolygon,15.73703,21531,1,10.2,6.756250085e-06,0.014471017
CDF,10/14/2020 12:00:00 AM,1,1,,10/15/2020 12:00:00 AM,BRUDER,,00014963,CA,BDU,2020,1,14,MultiPolygon,169.54849,21532,1,170,6.696410240e-05,0.047431544
CCO,5/7/2020 12:00:00 AM,3,3,SBC 5172,5/10/2020 12:00:00 AM,HOLLISTER,,02010146,CA,SBC,2020,1,11,MultiPolygon,157.01781,21533,1,156,6.235066249e-05,0.043452606
CCO,5/28/2020 12:00:00 AM,0,0,SBC 6010,5/28/2020 12:00:00 AM,KIRSCHEMANN,,02010981,CA,SBC,2020,1,2,MultiPolygon,28.75139,21534,1,29,1.147544943e-05,0.014316282
CCO,6/6/2020 12:00:00 AM,1,1,SBC 6364,6/7/2020 12:00:00 AM,VIEW,,02011863,CA,SBC,2020,1,11,MultiPolygon,77.05925,21535,1,77,3.066039651e-05,0.031779161
CCO,7/31/2020 12:00:00 AM,0,0,SBC 8694,7/31/2020 12:00:00 AM,GATO,,02015948,CA,SBC,2020,1,14,MultiPolygon,10.23549,21536,1,10,4.081138990e-06,0.010998288
CCO,9/7/2020 12:00:00 AM,0,0,SBC 10424,9/7/2020 12:00:00 AM,LITO,,02019126,CA,SBC,2020,1,9,MultiPolygon,25.822439,21537,1,26,1.026865307e-05,0.016502263
CCO,11/23/2020 12:00:00 AM,0,0,SBC 13664,11/23/2020 12:00:00 AM,DUTARD,,02025052,CA,SBC,2020,1,14,MultiPolygon,13.63339,21538,1,14,5.440401045e-06,0.011134770
CCO,12/16/2020 12:00:00 AM,0,0,SBC 14571,12/16/2020 12:00:00 AM,CLARK,,02026762,CA,SBC,2020,1,7,MultiPolygon,18.82918,21539,1,19,7.511602625e-06,0.018170966
CDF,5/13/2020 12:00:00 AM,0,0,Embrs from debris pile,5/13/2020 12:00:00 AM,HUASNA,,00005881,CA,SLU,2020,1,5,MultiPolygon,47.4296,21540,1,47.5,1.896715049e-05,0.027229070
CDF,6/10/2020 12:00:00 AM,0,0,Dragging Chains,6/10/2020 12:00:00 AM,SODA,,00007149,CA,SLU,2020,6,10,MultiPolygon,1653.115,21541,1,1680,0.000663209,0.157864736
CDF,6/15/2020 12:00:00 AM,5,5,,6/20/2020 12:00:00 AM,AVILA,,00007409,CA,SLU,2020,1,14,MultiPolygon,434.29099,21542,1,445,0.000173894,0.125676875
CDF,6/28/2020 12:00:00 AM,0,0,Tractor mowing,6/28/2020 12:00:00 AM,GAGE,,00008112,CA,SLU,2020,1,2,MultiPolygon,33.055241,21543,1,33,1.331996438e-05,0.027424677
CDF,7/4/2020 12:00:00 AM,0,0,Vehicle Accident,7/4/2020 12:00:00 AM,LAKE,,00008435,CA,SLU,2020,1,10,MultiPolygon,567.00629,21544,1,583,0.000227625,0.111867476
CDF,7/3/2020 12:00:00 AM,0,0,Water Pump,7/3/2020 12:00:00 AM,SODA,,00008356,CA,SLU,2020,1,2,MultiPolygon,152.58659,21545,1,155,6.116476134e-05,0.041897628
CDF,6/16/2020 12:00:00 AM,0,0,ATV,6/16/2020 12:00:00 AM,RIATA,,00007469,CA,SLU,2020,1,2,MultiPolygon,15.23254,21546,1,17,6.113445414e-06,0.013609119
CDF,8/1/2020 12:00:00 AM,0,0,Equipment exhaust ,8/1/2020 12:00:00 AM,BERRY,,00009850,CA,SLU,2020,1,2,MultiPolygon,24.133841,21547,1,25,9.743422258e-06,0.022874927
CDF,7/28/2020 12:00:00 AM,6,6,,8/3/2020 12:00:00 AM,BRANCH,,00009669,CA,SLU,2020,7,10,MultiPolygon,2922.2041,21548,1,3222,0.001171840,0.296860380
CDF,8/15/2020 12:00:00 AM,0,0,,8/15/2020 12:00:00 AM,II-2,,00010562,CA,SLU,2020,1,1,MultiPolygon,64.875893,21549,1,68.3,2.593605385e-05,0.028070963
CDF,8/12/2020 12:00:00 AM,0,0,,8/12/2020 12:00:00 AM,CARRIZO,,00010369,CA,SLU,2020,1,10,MultiPolygon,184.91721,21550,1,180,7.417123836e-05,0.038541394
CDF,6/12/2020 12:00:00 AM,0,0,Mechanical,6/12/2020 12:00:00 AM,TOPAZ,,00007269,CA,SLU,2020,1,2,MultiPolygon,157.1149,21551,1,157,6.306329458e-05,0.046929676
CDF,8/1/2020 12:00:00 AM,8,8,,8/9/2020 12:00:00 AM,POND,,00009866,CA,SLU,2020,1,7,MultiPolygon,1962.329,21552,1,2002,0.000787884,0.221859892
CDF,12/7/2020 12:00:00 AM,0,0,,12/7/2020 12:00:00 AM,HUTTON,,00016175,CA,SLU,2020,1,14,MultiPolygon,22.70941,21553,1,22,9.073664760e-06,0.017739034
CDF,6/10/2020 12:00:00 AM,0,0,,6/10/2020 12:00:00 AM,CRESTA BLANCA,,00007158,CA,SLU,2020,1,10,MultiPolygon,18.424829,21554,1,21,7.386730585e-06,0.012161541
CDF,7/5/2020 12:00:00 AM,0,0,Electrical,7/5/2020 12:00:00 AM,JUAN,,00008489,CA,SLU,2020,6,11,MultiPolygon,33.282101,21555,1,33,1.339039540e-05,0.018701570
CDF,8/4/2020 12:00:00 AM,1,1,,8/5/2020 12:00:00 AM,PASS,,00010018,CA,SLU,2020,1,10,MultiPolygon,323.1759,21556,1,322,0.000130362,0.089821533
CDF,8/15/2020 12:00:00 AM,0,0,,8/15/2020 12:00:00 AM,III_2,,00010544,CA,SLU,2020,1,1,MultiPolygon,20.43499,21557,1,13,8.217264773e-06,0.015010074
CDF,8/15/2020 12:00:00 AM,3,3,,8/18/2020 12:00:00 AM,WHALE,,00010533,CA,SLU,2020,1,1,MultiPolygon,322.33661,21558,1,320,0.000129584,0.051137610
CDF,8/25/2020 12:00:00 AM,0,0,,8/25/2020 12:00:00 AM,PLACER,,00110780,CA,SLU,2020,1,2,MultiPolygon,53.15897,21559,1,53,2.133840782e-05,0.023679832
CDF,9/27/2020 12:00:00 AM,16,16,,10/13/2020 12:00:00 AM,ZOGG,,00009978,CA,SHU,2020,3,14,MultiPolygon,56338.051,21560,1,56338,0.024198887,1.501520422
CDF,10/25/2020 12:00:00 AM,2,2,,10/27/2020 12:00:00 AM,POINT,,00011061,CA,SHU,2020,1,9,MultiPolygon,48.14772,21561,1,275,0.000118730,0.072561468
CDF,6/22/2020 12:00:00 AM,3,3,,6/25/2020 12:00:00 AM,GRADE,,00000298,CA,TUU,2020,1,7,MultiPolygon,1050.24,21562,1,1050,0.000427800,0.106890587
CDF,6/18/2020 12:00:00 AM,3,3,,6/21/2020 12:00:00 AM,FORKS,,00000285,CA,TUU,2020,1,15,MultiPolygon,117.2348,21563,1,130,4.764242520e-05,0.043232781
CDF,6/19/2020 12:00:00 AM,3,3,,6/22/2020 12:00:00 AM,SPRINGS,,00000289,CA,TUU,2020,1,10,MultiPolygon,223.8869,21564,1,217,9.038437572e-05,0.051057611
CDF,7/17/2020 12:00:00 AM,1,1,,7/18/2020 12:00:00 AM,PITZER,,00010332,CA,BDU,2020,1,9,MultiPolygon,118.7805,21565,1,120,4.712041158e-05,0.040754675
CDF,10/12/2020 12:00:00 AM,1,1,,10/13/2020 12:00:00 AM,MENTONE,,00014847,CA,BDU,2020,6,10,MultiPolygon,47.272541,21566,1,79,1.868494338e-05,0.031051092
CDF,7/31/2020 12:00:00 AM,0,0,,7/31/2020 12:00:00 AM,INWOOD,,00007560,CA,SHU,2020,1,11,MultiPolygon,10.81982,21567,1,11,4.654123021e-06,0.012113978
CDF,10/25/2020 12:00:00 AM,92,92,,1/25/2021 12:00:00 AM,DERSCH,,00011068,CA,SHU,2020,1,7,MultiPolygon,133.2995,21568,1,133,5.729294414e-05,0.067917814
CDF,6/12/2020 12:00:00 AM,0,0,,6/12/2020 12:00:00 AM,GRANT FIRE,,00016543,CA,AEU,2020,1,2,MultiPolygon,5062.1982,21569,1,5042,0.002117530,0.252374323
CDF,6/9/2020 12:00:00 AM,0,0,,6/9/2020 12:00:00 AM,CRONAN FIRE,,00016219,CA,AEU,2020,1,2,MultiPolygon,28.2712,21570,1,28,1.186715620e-05,0.016334578
CDF,9/14/2020 12:00:00 AM,30,122,,1/14/2021 12:00:00 AM,RIDGE,,00009476,CA,SHU,2020,1,10,MultiPolygon,17.10545,21571,1,18.5,7.351822362e-06,0.015633537
CDF,7/29/2020 12:00:00 AM,0,0,,7/29/2020 12:00:00 AM,CLAY FIRE,,00022430,CA,AEU,2020,1,3,MultiPolygon,740.11182,21572,1,741,0.000308946,0.134831419
CDF,8/13/2020 12:00:00 AM,0,0,,8/13/2020 12:00:00 AM,MEISS FIRE,,00024350,CA,AEU,2020,1,9,MultiPolygon,509.14719,21573,1,512,0.000212657,0.083008888
CDF,5/23/2020 12:00:00 AM,0,0,,5/23/2020 12:00:00 AM,DEN,,00006845,CA,FKU,2020,1,11,MultiPolygon,42.87516,21574,1,42.87516,1.731337661e-05,0.017455591
