Agency,Alarm Date,Burn Days,Burn Days (raw),Comments,Cont Date,Fire Name,Fire Num,Inc Num,State,Unit Id,Year,C Method,Cause,Geometry Wildfire,Gis Acres,Objectid,Objective,Report Ac,SHAPE Area,SHAPE Length
USF,7/10/2007 12:00:00 AM,5,5,Part of the Elk Complex,7/15/2007 12:00:00 AM,WINGATE,00000056,00000056,CA,KNF,2007,7,1,MultiPolygon,931.98981,22243,1,916,0.000408046,0.175188866
USF,5/23/2007 12:00:00 AM,0,0,,5/23/2007 12:00:00 AM,RAILROAD,00000034,00000034,CA,BDF,2007,6,6,MultiPolygon,84.635704,22244,1,80,3.355139011e-05,0.024361381
USF,5/24/2007 12:00:00 AM,0,0,,5/24/2007 12:00:00 AM,RAILDOAD 2,00000035,00000035,CA,BDF,2007,6,6,MultiPolygon,13.732512,22245,1,10,5.443815959e-06,0.010796713
USF,6/3/2007 12:00:00 AM,0,0,,6/3/2007 12:00:00 AM,SHOOTING,00000043,00000043,CA,BDF,2007,6,9,MultiPolygon,14.967268,22246,1,13,5.931012190e-06,0.010732137
USF,8/26/2007 12:00:00 AM,6,6,,9/1/2007 12:00:00 AM,ROCK,00000051,00000051,CA,SNF,2007,1,1,MultiPolygon,85.730988,22247,1,96,3.525711295e-05,0.033420888
USF,6/16/2007 12:00:00 AM,1,1, ,6/17/2007 12:00:00 AM,RODGE,00000008,00000008,CA,SRF,2007,1,7,MultiPolygon,9.2572346,22248,1,9,4.036821512e-06,0.010146458
USF,5/10/2007 12:00:00 AM,1,1, ,5/11/2007 12:00:00 AM,CLIFTON,00000012,00000012,CA,PNF,2007,8,5,MultiPolygon,77.273262,22249,1,67,3.292093053e-05,0.026467292
USF,3/7/2007 12:00:00 AM,6,6, ,3/13/2007 12:00:00 AM,TIONESTA,00000002,00000002,CA,MDF,2007,1,4,MultiPolygon,19.630627,22250,1,20,8.583359376e-06,0.028378289
USF,8/29/2007 12:00:00 AM,1,1, ,8/30/2007 12:00:00 AM,MINE,00000031,00000031,CA,LPF,2007,3,1,MultiPolygon,40.20031,22251,1,39,1.603307087e-05,0.020928505
USF,6/30/2007 12:00:00 AM,1,1, ,7/1/2007 12:00:00 AM,RANCH,00000018,00000018,CA,LPF,2007,3,9,MultiPolygon,394.06638,22252,1,478,0.000156614,0.076905924
USF,11/29/2007 12:00:00 AM,0,0, ,11/29/2007 12:00:00 AM,RIVER,00000041,00000041,CA,LPF,2007,1,9,MultiPolygon,11.641798,22253,1,12,4.639091637e-06,0.010804258
USF,5/27/2007 12:00:00 AM,3,3, ,5/30/2007 12:00:00 AM,SKINNER,00000014,00000014,CA,LPF,2007,1,9,MultiPolygon,18.126299,22254,1,18,7.366385128e-06,0.010368292
CDF,7/29/2007 12:00:00 AM,0,0,,7/29/2007 12:00:00 AM,DAILY,00000000,00066244,CA,RRU,2007,7,14,MultiPolygon,224.3175,22255,1,200,8.820672857e-05,0.047324758
CDF,4/30/2007 12:00:00 AM,0,0,,4/30/2007 12:00:00 AM,YOLLA,00000088,00002963,CA,SHU,2007,6,14,MultiPolygon,56.6572,22256,1,50,2.431092444e-05,0.023457446
CDF,10/9/2007 12:00:00 AM,0,0,,10/9/2007 12:00:00 AM,WHITMORE 3,00000000,00008179,CA,SHU,2007,1,2,MultiPolygon,43.375984,22257,1,44,1.867847540e-05,0.023012692
USF,11/8/2007 12:00:00 AM,2,2, ,11/10/2007 12:00:00 AM,TORRI,00000040,00000040,CA,LPF,2007,1,9,MultiPolygon,19.520588,22258,1,44,7.915083125e-06,0.011398588
USF,7/10/2007 12:00:00 AM,6,6, ,7/16/2007 12:00:00 AM,JUNE,00000026,00000026,CA,INF,2007,1,1,MultiPolygon,679.61218,22259,1,682,0.000281465,0.097904373
USF,6/7/2007 12:00:00 AM,0,0,,6/7/2007 12:00:00 AM,LOOKOUT,00000000,00003031,CA,MDF,2007,1,1,MultiPolygon,73.043213,22260,1,,3.180636865e-05,0.035851365
CDF,10/21/2007 12:00:00 AM,12,12, ,11/2/2007 12:00:00 AM,HARRIS 2,00000000,00010427,CA,MVU,2007,3,14,MultiPolygon,90728.328,22261,1,,0.035287114,2.007519594
USF,10/21/2007 12:00:00 AM,2,2,20090305,10/23/2007 12:00:00 AM,INGALLS,00000075,,CA,STF,2007,6,5,MultiPolygon,18.245937,22262,1,15,7.570323085e-06,0.012342660
USF,7/24/2007 12:00:00 AM,1,1,20090305,7/25/2007 12:00:00 AM,BUMMER,00000032,,CA,STF,2007,1,1,MultiPolygon,60.40992,22263,1,50,2.519956440e-05,0.040663621
USF,8/10/2007 12:00:00 AM,0,0,20090305,8/10/2007 12:00:00 AM,DOME2,00000044,,CA,STF,2007,6,2,MultiPolygon,137.63342,22264,1,120,5.750344644e-05,0.031968957
USF,8/9/2007 12:00:00 AM,0,0,20090305,8/9/2007 12:00:00 AM,NIAGARA,00000043,,CA,STF,2007,1,4,MultiPolygon,161.38528,22265,1,161,6.728931682e-05,0.067396277
USF,10/28/2007 12:00:00 AM,5,5,20090305,11/2/2007 12:00:00 AM,JUPITER,00000078,,CA,STF,2007,6,5,MultiPolygon,13.402133,22266,1,13,5.571895422e-06,0.014072561
BLM,7/3/2005 12:00:00 AM,0,0,,7/3/2005 12:00:00 AM,FLUME,00001725,00001725,CA,BBD,2005,1,8,MultiPolygon,10.175338,22267,1,12,4.095738564e-06,0.009078233
BLM,7/12/2005 12:00:00 AM,0,0,,7/12/2005 12:00:00 AM,SIXTH,00002083,00002083,CA,BBD,2005,1,14,MultiPolygon,73.533394,22268,1,74,2.968954801e-05,0.031700403
BLM,8/16/2005 12:00:00 AM,0,0,,8/16/2005 12:00:00 AM,AERA,00002621,00002621,CA,BBD,2005,6,11,MultiPolygon,10.181422,22269,1,12,4.101332326e-06,0.009162154
BLM,8/23/2005 12:00:00 AM,1,1,,8/24/2005 12:00:00 AM,EAGLE,00002712,00002712,CA,BBD,2005,1,1,MultiPolygon,69.65049,22270,1,70,2.801730624e-05,0.036554595
BLM,8/27/2005 12:00:00 AM,1,1,,8/28/2005 12:00:00 AM,WELLS,00002761,00002761,CA,BBD,2005,2,1,MultiPolygon,120.20634,22271,1,120,4.827578626e-05,0.034030716
BLM,8/7/2005 12:00:00 AM,0,0,,8/7/2005 12:00:00 AM,PENO BLANC,0000B31Y,0000B31Y,CA,BBD,2005,6,2,MultiPolygon,49.648834,22272,1,50,2.053342410e-05,0.027587608
BLM,8/4/2005 12:00:00 AM,0,0,,8/4/2005 12:00:00 AM,SANDRIDGE,0000B3CK,0000B3CK,CA,BBD,2005,6,14,MultiPolygon,18.630726,22273,1,18,7.792319470e-06,0.011557614
BLM,8/12/2005 12:00:00 AM,0,0,,8/12/2005 12:00:00 AM,CREEKSIDE,0000B4AD,0000B4AD,CA,BBD,2005,1,8,MultiPolygon,23.033291,22274,1,23,9.390441394e-06,0.013786983
BLM,9/10/2005 12:00:00 AM,0,0,,9/10/2005 12:00:00 AM,CARSON,0000B6M9,0000B6M9,CA,BBD,2005,6,2,MultiPolygon,12.139244,22275,1,12,5.040312876e-06,0.009621170
BLM,6/25/2005 12:00:00 AM,0,0,,6/25/2005 12:00:00 AM,PENN,0000BWC2,0000BWC2,CA,BBD,2005,6,11,MultiPolygon,60.771233,22276,1,60,2.530375314e-05,0.019348587
BLM,7/1/2005 12:00:00 AM,0,0,,7/1/2005 12:00:00 AM,MARSHES,0000BXY8,0000BXY8,CA,BBD,2005,1,11,MultiPolygon,76.297897,22277,1,21,3.167440214e-05,0.032600881
BLM,8/5/2005 12:00:00 AM,0,0,,8/5/2005 12:00:00 AM,GOLDEN,00162386,00162386,CA,BBD,2005,2,2,MultiPolygon,74.760796,22278,1,74.8,2.992584141e-05,0.023122993
BLM,6/29/2005 12:00:00 AM,0,0,,6/29/2005 12:00:00 AM,RECHE,00021599,00021599,CA,CDD,2005,1,14,MultiPolygon,9.1656322,22279,1,9,3.630649244e-06,0.011568152
CDF,6/19/2005 12:00:00 AM,1,1,,6/20/2005 12:00:00 AM,PIONEER,00006148,00006148,CA,BDU,2005,2,14,MultiPolygon,1877.5387,22280,1,1876,0.000742982,0.147144397
BLM,5/29/2005 12:00:00 AM,0,0,,5/29/2005 12:00:00 AM,OPAL,00005588,00005588,CA,CDD,2005,1,14,MultiPolygon,131.08139,22281,1,135,5.242722832e-05,0.051029515
BLM,6/12/2005 12:00:00 AM,0,0,,6/12/2005 12:00:00 AM,GRASSHOPPER,00006058,00006058,CA,CDD,2005,1,2,MultiPolygon,180.56068,22282,1,185,7.221634573e-05,0.041268873
BLM,6/30/2005 12:00:00 AM,0,0,,6/30/2005 12:00:00 AM,I-40,00006630,00006630,CA,CDD,2005,1,14,MultiPolygon,40.822426,22283,1,40.1,1.627980926e-05,0.019240751
BLM,7/2/2005 12:00:00 AM,0,0,,7/2/2005 12:00:00 AM,CLIPPER2,00006682,00006682,CA,CDD,2005,1,14,MultiPolygon,57.516396,22284,1,58,2.292645674e-05,0.045097828
BLM,7/2/2005 12:00:00 AM,0,0,,7/2/2005 12:00:00 AM,INTERSTATE,00006728,00006728,CA,CDD,2005,1,1,MultiPolygon,39.892906,22285,1,40,1.573951308e-05,0.025824023
BLM,6/28/2005 12:00:00 AM,0,0,,6/28/2005 12:00:00 AM,CECIL 2,00006902,00006902,CA,CDD,2005,2,14,MultiPolygon,65.128006,22286,1,48,2.570590466e-05,0.032796243
BLM,7/18/2005 12:00:00 AM,6,6,,7/24/2005 12:00:00 AM,CHINA LAKE,0000B031,0000B031,CA,CDD,2005,2,16,MultiPolygon,10357.568,22287,1,10350,0.004185778,0.395717545
BLM,7/19/2005 12:00:00 AM,0,0,,7/19/2005 12:00:00 AM,SEGS,0000B05E,0000B05E,CA,CDD,2005,1,1,MultiPolygon,191.7701,22288,1,300,7.651421951e-05,0.046772208
CDF,7/23/2005 12:00:00 AM,0,0,,7/23/2005 12:00:00 AM,PROCTOR,00000507,00005758,CA,MVU,2005,1,1,MultiPolygon,112.75542,22289,1,107,4.386848296e-05,0.050332074
BLM,8/8/2005 12:00:00 AM,3,3,,8/11/2005 12:00:00 AM,MOJAVE,0000B3V4,0000B3V4,CA,CDD,2005,1,1,MultiPolygon,48.652485,22290,1,53,1.942701018e-05,0.027759522
BLM,8/27/2005 12:00:00 AM,0,0,,8/27/2005 12:00:00 AM,EL MIRAGE,0000B5A9,0000B5A9,CA,CDD,2005,1,1,MultiPolygon,34.753281,22291,1,20,1.383499613e-05,0.029101641
BLM,6/4/2005 12:00:00 AM,1,1,,6/5/2005 12:00:00 AM,HUSKY FIRE,0000BTM3,0HU-BTM3,CA,CDD,2005,6,9,MultiPolygon,53.665962,22292,1,53.63,2.149819223e-05,0.021691645
BLM,6/22/2005 12:00:00 AM,0,0,,6/22/2005 12:00:00 AM,BENT,0000BVS5,0000BVS5,CA,CDD,2005,1,1,MultiPolygon,78.83522,22293,1,78,3.142573030e-05,0.029543671
BLM,6/30/2005 12:00:00 AM,0,0,,6/30/2005 12:00:00 AM,SIERRA,0000BW82,0000BW82,CA,CDD,2005,1,1,MultiPolygon,249.00648,22294,1,250,9.910644947e-05,0.046240545
BLM,7/2/2005 12:00:00 AM,0,0,,7/2/2005 12:00:00 AM,ROUND UP,0000BXN4,0000BXN4,CA,CDD,2005,1,1,MultiPolygon,9.8999691,22295,1,15,3.926736221e-06,0.013550174
BLM,7/8/2005 12:00:00 AM,0,0,,7/8/2005 12:00:00 AM,CLAY RIVER,0000BZK8,0000BZK8,CA,CDD,2005,1,1,MultiPolygon,75.492332,22296,1,121,3.012595878e-05,0.027977156
BLM,9/27/2005 12:00:00 AM,1,1,,9/28/2005 12:00:00 AM,PAINTED HILLS,00010338,00010338,CA,CDD,2005,1,1,MultiPolygon,12.704241,22297,1,12,5.012876099e-06,0.009103357
CDF,5/17/2005 12:00:00 AM,1,1,,5/18/2005 12:00:00 AM,APRICOT,00005337,00005337,CA,FKU,2005,1,4,MultiPolygon,667.12268,22298,1,600,0.000272060,0.074923569
CCO,6/23/2005 12:00:00 AM,1,1,,6/24/2005 12:00:00 AM,FAYE,0000BV3Q,0000BV3Q,CA,KRN,2005,1,14,MultiPolygon,19.143845,22299,1,20,7.712659546e-06,0.013087505
CCO,7/5/2005 12:00:00 AM,3,3,,7/8/2005 12:00:00 AM,TOVEY,05141999,05141999,CA,LAC,2005,1,14,MultiPolygon,983.47296,22300,1,1200,0.000390844,0.145260636
CDF,10/12/2005 12:00:00 AM,1,1,,10/13/2005 12:00:00 AM,RUMSEY 2,00007185,00007185,CA,LNU,2005,2,9,MultiPolygon,392.0704,22301,1,171,0.000164793,0.056737402
BLM,8/21/2005 12:00:00 AM,1,1,,8/22/2005 12:00:00 AM,FATTY,0000B4QH,0000B4QH,CA,NOD,2005,1,1,MultiPolygon,10.074274,22302,1,10,4.410295185e-06,0.010984001
BLM,8/27/2005 12:00:00 AM,1,1,,8/28/2005 12:00:00 AM,IRON,0000B5B7,0000B5B7,CA,NOD,2005,1,14,MultiPolygon,10.988773,22303,1,11,4.734375854e-06,0.011087092
BLM,8/22/2005 12:00:00 AM,18,18,,9/9/2005 12:00:00 AM,BARREL,00003444,00003444,CA,NOD,2005,2,1,MultiPolygon,24410.217,22304,1,24800,0.010715991,0.918785288
CDF,6/16/2005 12:00:00 AM,5,5,,6/21/2005 12:00:00 AM,POPPET FIRE,00020550,00020550,CA,CDD,2005,2,18,MultiPolygon,220.76996,22305,1,165,8.704201105e-05,0.058916615
CDF,9/5/2005 12:00:00 AM,2,2,,9/7/2005 12:00:00 AM,BELLA,00074829,00074829,CA,RRU,2005,1,2,MultiPolygon,198.53716,22306,1,198,7.802175764e-05,0.048103111
BLM,8/1/2005 12:00:00 AM,0,0,,8/1/2005 12:00:00 AM,KESWICK,00005631,00005631,CA,NOD,2005,1,10,MultiPolygon,32.32959,22307,1,19,1.392419744e-05,0.017114007
CDF,11/18/2005 12:00:00 AM,1,1,,11/19/2005 12:00:00 AM,ZIEBRIGHT,00000757,00019853,CA,NEU,2005,1,5,MultiPolygon,7.6589417,22308,1,8,3.236267558e-06,0.008812260
CDF,10/14/2005 12:00:00 AM,0,0,,10/14/2005 12:00:00 AM,CROSS,00000691,00017918,CA,NEU,2005,1,2,MultiPolygon,21.131172,22309,1,20,8.932910874e-06,0.015561789
CDF,9/24/2005 12:00:00 AM,0,0,,9/24/2005 12:00:00 AM,GARDEN,00000605,00016667,CA,NEU,2005,6,10,MultiPolygon,110.10616,22310,1,102,4.634517147e-05,0.030064076
CDF,9/5/2004 12:00:00 AM,0,0,,9/5/2004 12:00:00 AM,HAZEN,00000203,00005549,CA,TGU,2004,7,4,MultiPolygon,196.59691,22311,1,199,8.443335039e-05,0.060239097
CDF,7/25/2005 12:00:00 AM,0,0,,7/25/2005 12:00:00 AM,RANCH,00000078,00004548,CA,TGU,2005,2,4,MultiPolygon,427.42126,22312,1,436,0.000183118,0.060062388
CDF,8/26/2005 12:00:00 AM,3,3,,8/29/2005 12:00:00 AM,MANTON,00000113,00005384,CA,TGU,2005,3,5,MultiPolygon,1822.2296,22313,1,1830,0.000782810,0.178042197
CDF,8/25/2005 12:00:00 AM,0,0,,8/25/2005 12:00:00 AM,FOLEY,00000111,00005357,CA,TGU,2005,7,4,MultiPolygon,324.69672,22314,1,314,0.000137796,0.050126801
CDF,8/10/2005 12:00:00 AM,1,1,,8/11/2005 12:00:00 AM,36,00000095,00004980,CA,TGU,2005,7,4,MultiPolygon,2875.8711,22315,1,2875,0.001232893,0.199674676
CDF,10/31/2005 12:00:00 AM,0,0,,10/31/2005 12:00:00 AM,BISHOP A,00000448,00009297,CA,SLU,2005,1,2,MultiPolygon,8.704258,22316,1,12,3.490571768e-06,0.009044722
CDF,10/31/2005 12:00:00 AM,0,0,,10/31/2005 12:00:00 AM,BISHOP B,00000448,00009297,CA,SLU,2005,1,2,MultiPolygon,2.8911736,22317,1,12,1.159426310e-06,0.004625669
CDF,8/25/2005 12:00:00 AM,0,0,,8/25/2005 12:00:00 AM,HOMESTEAD,00000329,00007221,CA,SLU,2005,1,2,MultiPolygon,11.568663,22318,1,12,4.651947648e-06,0.010013316
CDF,8/19/2005 12:00:00 AM,0,0,,8/19/2005 12:00:00 AM,GILARDI 1,00000315,00007017,CA,SLU,2005,1,2,MultiPolygon,37.729378,22319,1,38,1.513831233e-05,0.019742934
CDF,8/18/2005 12:00:00 AM,0,0,,8/18/2005 12:00:00 AM,GENESEO,00000313,00006983,CA,SLU,2005,1,14,MultiPolygon,141.1954,22320,1,141,5.683967984e-05,0.042240251
CDF,8/2/2005 12:00:00 AM,16,16,,8/18/2005 12:00:00 AM,COTTONWOOD,00000275,00006490,CA,SLU,2005,1,10,MultiPolygon,64.271492,22321,1,64,2.592671785e-05,0.026873479
CDF,8/1/2005 12:00:00 AM,0,0,,8/1/2005 12:00:00 AM,SAN JUAN,00000269,00006452,CA,SLU,2005,1,2,MultiPolygon,17.54987,22322,1,18,7.066356839e-06,0.019962415
CDF,5/14/2005 12:00:00 AM,0,0,,5/14/2005 12:00:00 AM,LAKE,00000114,00003656,CA,SLU,2005,1,2,MultiPolygon,19.511711,22323,1,20,7.868917795e-06,0.011615123
CDF,8/25/2005 12:00:00 AM,0,0,,8/25/2005 12:00:00 AM,COTTON C,00000328,00007213,CA,SLU,2005,1,10,MultiPolygon,28.311832,22324,1,28,1.141886443e-05,0.015598446
CDF,10/13/2005 12:00:00 AM,0,0,,10/13/2005 12:00:00 AM,GILARDI 2,00000424,00008774,CA,SLU,2005,1,11,MultiPolygon,12.556915,22325,1,13,5.038352168e-06,0.013405008
CDF,9/6/2005 12:00:00 AM,0,0,,9/6/2005 12:00:00 AM,LOPEZ,00000364,00007593,CA,SLU,2005,6,2,MultiPolygon,10.5062,22326,1,10,4.212284391e-06,0.008627931
CDF,10/6/2005 12:00:00 AM,0,0,,10/6/2005 12:00:00 AM,REST STOP,00000410,00008540,CA,SLU,2005,6,2,MultiPolygon,20.668869,22327,1,11,8.327215636e-06,0.018391813
CDF,7/24/2005 12:00:00 AM,0,0,,7/24/2005 12:00:00 AM,DONOVAN,00000250,00006114,CA,SLU,2005,6,10,MultiPolygon,32.048405,22328,1,30,1.288965013e-05,0.016297178
CDF,6/21/2005 12:00:00 AM,0,0,,6/21/2005 12:00:00 AM,ARROW IC,00010229,00004867,CA,SLU,2005,6,2,MultiPolygon,54.399822,22329,1,33,2.181356537e-05,0.018565645
CDF,6/30/2005 12:00:00 AM,0,0,,6/30/2005 12:00:00 AM,ALMOND,00000187,00005195,CA,SLU,2005,6,2,MultiPolygon,5.1974058,22330,1,15,2.090042987e-06,0.006656289
CDF,8/5/2005 12:00:00 AM,0,0,,8/5/2005 12:00:00 AM,BLUE,00000283,00006590,CA,SLU,2005,6,2,MultiPolygon,157.19617,22331,1,45,6.314785464e-05,0.037086976
CDF,7/23/2005 12:00:00 AM,0,0,,7/23/2005 12:00:00 AM,CRESTON,00000249,00006113,CA,SLU,2005,1,2,MultiPolygon,230.09448,22332,1,230,9.253439825e-05,0.046282206
CCO,7/5/2005 12:00:00 AM,3,3,,7/8/2005 12:00:00 AM,YORBA LINDA,00041267,00041267,CA,ORC,2005,1,8,MultiPolygon,1078.504,22333,1,1078,0.000425523,0.151506546
CDF,6/14/2005 12:00:00 AM,0,0,,6/14/2005 12:00:00 AM,152 FIRE,00000150,00010674,CA,MMU,2005,7,14,MultiPolygon,193.61261,22334,1,224,7.938800784e-05,0.069082116
CDF,6/1/2005 12:00:00 AM,0,0,,6/1/2005 12:00:00 AM,600 FIRE,00000116,00009721,CA,MMU,2005,6,14,MultiPolygon,48.672287,22335,1,32,1.995857468e-05,0.030258187
CDF,6/30/2005 12:00:00 AM,0,0,,6/30/2005 12:00:00 AM,800 FIRE,00000195,00011807,CA,MMU,2005,6,14,MultiPolygon,44.350506,22336,1,43,1.823467365e-05,0.018553213
CDF,7/1/2005 12:00:00 AM,0,0,,7/1/2005 12:00:00 AM,810 FIRE,00000201,00011875,CA,MMU,2005,6,2,MultiPolygon,52.072788,22337,1,60,2.142650852e-05,0.020471428
CDF,7/31/2005 12:00:00 AM,0,0,,7/31/2005 12:00:00 AM,ALTMAN,00000250,00014248,CA,MMU,2005,6,2,MultiPolygon,43.661354,22338,1,24,1.804087945e-05,0.017817974
CDF,7/2/2005 12:00:00 AM,0,0,,7/2/2005 12:00:00 AM,BAILEY,00000199,00011965,CA,MMU,2005,1,14,MultiPolygon,1024.5391,22339,1,740,0.000421291,0.106802770
CDF,9/26/2005 12:00:00 AM,0,0,,9/26/2005 12:00:00 AM,BATES,00000366,00018585,CA,MMU,2005,6,1,MultiPolygon,23.162828,22340,1,21,9.504330397e-06,0.012506182
CDF,8/7/2005 12:00:00 AM,0,0,,8/7/2005 12:00:00 AM,BLANCO,00000270,00014846,CA,MMU,2005,6,2,MultiPolygon,19.714512,22341,1,35,8.153137555e-06,0.013304410
CDF,11/12/2005 12:00:00 AM,0,0,,11/12/2005 12:00:00 AM,BUCKEYE,00000442,00021667,CA,MMU,2005,6,18,MultiPolygon,20.038162,22342,1,20,8.254936641e-06,0.012275389
CDF,9/1/2005 12:00:00 AM,0,0,,9/1/2005 12:00:00 AM,COTTONWOOD,00000317,00016693,CA,MMU,2005,6,10,MultiPolygon,152.11354,22343,1,150,6.238930982e-05,0.035739009
CDF,8/1/2005 12:00:00 AM,0,0,,8/1/2005 12:00:00 AM,COWPIE,00000256,00014337,CA,MMU,2005,6,9,MultiPolygon,4983.3828,22344,1,3200,0.002036646,0.273130972
CDF,7/31/2005 12:00:00 AM,0,0,,7/31/2005 12:00:00 AM,DINOSAUR,00000253,00014257,CA,MMU,2005,6,14,MultiPolygon,45.717899,22345,1,31,1.874752961e-05,0.023201429
CDF,6/3/2005 12:00:00 AM,0,0,,6/3/2005 12:00:00 AM,DOS AMIGOS,00000124,00009861,CA,MMU,2005,6,10,MultiPolygon,746.03467,22346,1,1232,0.000305256,0.102210021
CDF,8/29/2005 12:00:00 AM,0,0,,8/29/2005 12:00:00 AM,ENGINEERS,00000309,00016440,CA,MMU,2005,6,2,MultiPolygon,239.40002,22347,1,225,9.845239916e-05,0.076858391
CDF,6/20/2005 12:00:00 AM,0,0,,6/20/2005 12:00:00 AM,HENSLEY,00000167,00011087,CA,MMU,2005,6,7,MultiPolygon,18.784916,22348,1,20,7.708011043e-06,0.011324130
CDF,9/6/2005 12:00:00 AM,0,0,,9/6/2005 12:00:00 AM,HORSESHOE,00000329,00017079,CA,MMU,2005,6,14,MultiPolygon,439.6098,22349,1,160,0.000181801,0.062826570
CDF,9/20/2005 12:00:00 AM,0,0,,9/20/2005 12:00:00 AM,LA PALOMA,00000348,00018135,CA,MMU,2005,1,1,MultiPolygon,751.30792,22350,1,700,0.000309625,0.099581572
CDF,9/26/2005 12:00:00 AM,0,0,,9/26/2005 12:00:00 AM,LAGUNA,00000363,00018557,CA,MMU,2005,6,14,MultiPolygon,260.28912,22351,1,308,0.000106474,0.046723540
CDF,7/30/2005 12:00:00 AM,0,0,,7/30/2005 12:00:00 AM,LAGUNA 2,00000249,00014173,CA,MMU,2005,6,10,MultiPolygon,545.00513,22352,1,447,0.000222886,0.069917269
CDF,9/26/2005 12:00:00 AM,0,0,,9/26/2005 12:00:00 AM,LIGHTNING,00000360,00018530,CA,MMU,2005,1,1,MultiPolygon,21.315855,22353,1,19,8.759690083e-06,0.018511936
CDF,9/20/2005 12:00:00 AM,0,0,,9/20/2005 12:00:00 AM,LOS BANOS,00000347,00018117,CA,MMU,2005,6,1,MultiPolygon,942.11792,22354,1,900,0.000385248,0.079320769
CDF,7/9/2005 12:00:00 AM,0,0,,7/9/2005 12:00:00 AM,MERVEL,00000218,00012522,CA,MMU,2005,6,14,MultiPolygon,9.2372618,22355,1,10,3.782960295e-06,0.009094390
CDF,11/26/2005 12:00:00 AM,0,0,,11/26/2005 12:00:00 AM,MILLERTON,00000470,00022608,CA,MMU,2005,6,1,MultiPolygon,29.196085,22356,1,21,1.196519021e-05,0.015828962
CDF,6/26/2005 12:00:00 AM,0,0,,6/26/2005 12:00:00 AM,MYERS,00000182,00011578,CA,MMU,2005,6,10,MultiPolygon,91.919312,22357,1,45,3.792365303e-05,0.032201955
CDF,5/25/2005 12:00:00 AM,0,0,,5/25/2005 12:00:00 AM,MYSTERY,00000106,00009205,CA,MMU,2005,6,14,MultiPolygon,21.742496,22358,1,60,8.911499006e-06,0.013411619
CDF,7/21/2005 12:00:00 AM,0,0,,7/21/2005 12:00:00 AM,NOBLE,00000238,00013462,CA,MMU,2005,1,1,MultiPolygon,155.57043,22359,1,80,6.384836020e-05,0.041699577
CDF,9/25/2005 12:00:00 AM,0,0,,9/25/2005 12:00:00 AM,PRESTON,00000357,00018489,CA,MMU,2005,1,14,MultiPolygon,75.329651,22360,1,77,3.096195743e-05,0.031855744
CDF,7/25/2005 12:00:00 AM,2,2,,7/27/2005 12:00:00 AM,QUARTZ,00000241,00013780,CA,MMU,2005,1,14,MultiPolygon,547.3606,22361,1,550,0.000224759,0.076457456
CDF,9/26/2005 12:00:00 AM,0,0,,9/26/2005 12:00:00 AM,RATTLESNAKE,00000364,00018582,CA,MMU,2005,1,1,MultiPolygon,23.404484,22362,1,33,9.600834655e-06,0.015644257
CDF,7/11/2005 12:00:00 AM,0,0,,7/11/2005 12:00:00 AM,SAN LUIS,00000222,00012642,CA,MMU,2005,6,10,MultiPolygon,332.2597,22363,1,200,0.000136256,0.063083367
CDF,9/4/2005 12:00:00 AM,0,0,,9/4/2005 12:00:00 AM,STUMPFIELD,00000326,00016903,CA,MMU,2005,6,4,MultiPolygon,11.457004,22364,1,31,4.717428532e-06,0.010475951
CDF,9/15/2005 12:00:00 AM,0,0,,9/15/2005 12:00:00 AM,URROTIA,00000338,00017739,CA,MMU,2005,1,14,MultiPolygon,420.42441,22365,1,400,0.000172277,0.102151113
CDF,6/8/2005 12:00:00 AM,0,0,,6/8/2005 12:00:00 AM,WRIGHT,00000132,00010258,CA,MMU,2005,1,14,MultiPolygon,29.497358,22366,1,17,1.212401600e-05,0.018117104
CDF,9/26/2005 12:00:00 AM,0,0,,9/26/2005 12:00:00 AM,TWIN,00000449,00015347,CA,AEU,2005,5,10,MultiPolygon,103.5365,22367,1,102,4.319104699e-05,0.041737942
CDF,9/16/2005 12:00:00 AM,0,0,,9/16/2005 12:00:00 AM,SERENITY,00000418,00014757,CA,AEU,2005,8,7,MultiPolygon,23.815968,22368,1,28,9.964136675e-06,0.014853742
CDF,8/4/2005 12:00:00 AM,0,0,,8/4/2005 12:00:00 AM,SAND RIDGE,00000298,00012102,CA,AEU,2005,8,7,MultiPolygon,5.6707449,22369,1,20,2.372750820e-06,0.008193106
CDF,7/26/2005 12:00:00 AM,0,0,,7/26/2005 12:00:00 AM,JACKSON,00000266,00011459,CA,AEU,2005,5,10,MultiPolygon,21.235668,22370,1,22,8.856148782e-06,0.012900991
CDF,9/30/2005 12:00:00 AM,0,0,,9/30/2005 12:00:00 AM,BRADEN,00000469,00015649,CA,AEU,2005,8,1,MultiPolygon,13.295413,22371,1,15,5.573938058e-06,0.009145073
CDF,8/27/2005 12:00:00 AM,0,0,,8/27/2005 12:00:00 AM,BOREL,00001353,00072152,CA,RRU,2005,6,2,MultiPolygon,104.53486,22372,1,10,4.108164273e-05,0.031452234
CDF,6/2/2005 12:00:00 AM,2,2,,6/4/2005 12:00:00 AM,ELM,00000783,00046137,CA,RRU,2005,2,14,MultiPolygon,271.65405,22373,1,300,0.000107149,0.051024168
CDF,7/1/2005 12:00:00 AM,0,0,,7/1/2005 12:00:00 AM,FOX,00000984,00054677,CA,RRU,2005,6,8,MultiPolygon,16.034674,22374,1,15,6.322694752e-06,0.014256405
