Type and Variety,COLOR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,2016 State Total,2015 State Total
Sauvignon Musque ,WHITE,87.30,149.40,480.90,249.80,0.00,0.00,57.10,0.00,0.30,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,1025.20,932.30
Sauvignon Vert * ,WHITE,0.00,0.00,7.20,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.80,25.00
Semillon ,WHITE,45.80,333.70,407.90,742.00,0.00,79.70,38.00,34.30,155.10,38.10,843.90,0.00,440.70,0.00,0.00,2.80,931.00,4093.00,3558.30
St. Emilion * ,WHITE,0.00,0.00,0.00,26.00,0.00,8.80,0.00,5.60,6.70,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.20,25.70
Sylvaner ,WHITE,0.00,0.00,16.80,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.90,11.40
Symphony ,WHITE,2.60,0.00,0.50,0.00,121.00,0.00,0.00,0.00,0.00,0.00,1802.90,15207.50,7349.50,0.00,1.20,0.00,251.90,24737.10,38875.00
Tocai Friulano ,WHITE,31.30,0.00,6.90,8.80,0.00,0.00,0.00,27.90,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.40,76.90
Torrontes ,WHITE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.60,0.00,0.00,25.20,9.20,0.00,0.00,0.00,0.10,0.00,40.10,17.10
Triplett Blanc ,WHITE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13833.00,0.00,0.00,0.00,0.00,13833.00,15398.90
Verdejo ,WHITE,0.00,0.00,0.00,0.90,0.00,0.00,0.00,2.90,8.60,5.60,34.10,0.00,0.00,0.00,0.00,0.00,15.70,67.80,0.00
Verdelho ,WHITE,0.00,0.00,2.50,2.90,37.50,15.00,3.00,44.80,166.40,35.50,2678.70,20.60,2.70,0.00,0.00,7.80,222.60,3240.00,2296.00
Vermentino * ,WHITE,0.00,5.20,105.80,18.00,2.50,0.00,3.70,108.60,47.20,50.60,898.90,0.00,0.00,0.00,0.00,62.10,0.00,1302.60,1006.30
Vernaccia ,WHITE,0.00,0.00,26.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.10,19.20
Viognier ,WHITE,589.80,207.10,545.90,254.90,252.20,124.10,536.90,2091.00,509.20,390.50,10769.30,4318.70,106.90,1.00,6.70,159.60,1812.00,22675.80,19436.50
White Riesling * ,WHITE,310.80,126.30,317.70,278.60,453.60,4.20,8188.30,1089.60,9.60,29.40,4727.70,16986.50,959.20,0.00,0.00,94.90,7698.40,41274.80,35878.60
Other White  1/ ,WHITE,7.80,19.20,57.60,15.90,2.00,9.70,15.10,56.10,7.90,8.30,923.20,0.00,1855.80,3876.30,0.00,17.80,92.50,6965.20,6555.90
Aglianico ,RED,1.40,0.00,20.00,3.40,0.20,0.00,0.50,31.40,13.00,23.00,2.60,4.00,5.10,0.00,0.00,18.70,16.60,139.90,124.90
Aleatico ,RED,0.00,0.00,19.00,4.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,26.90,17.00
Alicante Bouschet * ,RED,0.00,0.00,127.50,6.30,0.00,63.00,6.10,37.70,1.60,66.70,2336.20,2066.00,1566.20,38.70,3.50,8.20,0.00,6327.70,7216.30
Arinarnoa ,RED,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.20,0.00,0.00,0.00,868.40,2627.10,0.00,0.00,0.00,0.00,3496.00,347.20
Barbera ,RED,299.40,116.30,171.20,30.30,29.30,139.90,126.10,388.70,54.90,1375.10,1540.30,42.50,41046.50,265.00,2.40,81.10,31.70,45740.70,51617.60
Blaufraenkisch * ,RED,0.00,0.00,1.70,0.00,0.00,0.00,0.00,15.40,1.90,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,20.10,24.10
Cabernet Franc ,RED,86.60,524.40,1382.50,3023.00,59.40,227.80,647.60,1620.90,20.70,374.10,2078.80,1.00,90.10,2.00,8.10,219.90,96.90,10463.80,10550.40
Cabernet Sauvignon ,RED,10865.20,15664.50,41575.70,66893.10,1324.90,5902.80,31186.80,68974.70,3809.20,3123.90,165634.70,66034.90,66649.40,15423.80,46.80,680.60,2782.50,566573.50,455778.50
Carignane ,RED,1013.70,0.00,390.20,11.30,23.50,424.40,5.80,106.70,0.00,28.40,1056.20,24.60,10099.20,1178.30,0.00,5.40,26.40,14394.10,12296.20
Carmenere ,RED,3.00,0.00,6.90,10.70,0.00,0.00,0.00,10.70,0.40,0.00,10.20,0.00,0.00,0.00,0.00,4.60,0.00,46.50,24.00
Carnelian ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2474.90,0.00,0.00,0.00,0.00,2474.90,2785.40
Centurian ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,986.20,0.00,0.00,0.00,0.00,986.20,1212.60
Charbono ,RED,30.60,0.00,0.00,182.00,19.40,7.70,0.40,31.50,0.00,29.10,7.10,0.00,0.00,0.00,0.00,6.00,0.00,313.80,311.20
Ciliegiolo ,RED,0.00,0.00,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,6.60,0.00,0.00,0.00,0.00,0.00,10.70,11.10
Cinsaut * ,RED,0.00,1.00,31.20,1.50,0.00,50.70,45.50,96.80,0.00,27.40,163.00,0.00,0.00,0.00,0.00,73.70,10.90,501.70,426.70
Counoise ,RED,12.00,4.20,13.20,2.50,0.00,15.00,5.30,120.90,2.00,11.30,0.00,2.30,1.50,0.00,0.00,3.00,0.00,193.20,160.70
Dolcetto ,RED,96.50,0.00,41.10,10.60,11.40,9.20,36.40,55.00,5.20,23.80,44.80,0.00,0.00,0.00,0.00,32.60,13.60,380.20,272.30
Dornfelder ,RED,0.00,0.00,24.30,0.00,0.00,0.00,2.30,4.70,142.60,0.00,277.10,1080.50,0.00,0.00,0.00,0.00,0.00,1531.50,1305.00
Durif ,RED,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,31.90,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.90,34.00
Freisa ,RED,0.00,0.00,3.60,0.00,0.00,0.00,0.00,4.30,0.40,6.20,0.00,1.10,0.00,0.00,0.00,0.00,0.00,15.60,10.40
Gamay (Napa) * ,RED,64.40,0.00,7.80,52.10,287.20,3.00,309.90,337.00,0.00,11.30,0.00,0.00,435.70,0.00,0.00,0.00,195.90,1704.30,1387.00
Gamay Noir Au Jus Blanc ,RED,0.00,0.00,0.00,2.40,0.00,0.00,0.00,4.20,0.00,29.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.90,23.80
Graciano ,RED,0.00,0.00,4.90,0.00,2.00,10.70,4.60,19.80,15.80,30.60,205.60,1.50,0.00,0.00,0.00,0.00,0.80,296.30,270.70
Grenache * ,RED,416.00,159.20,739.70,230.60,25.40,395.80,2295.20,5320.60,75.10,503.30,814.30,1872.20,24297.30,1294.70,30.60,166.80,22.20,38659.00,42408.20
Grignolino ,RED,0.00,0.00,0.00,38.50,0.00,12.80,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.90,36.10
Lagrein ,RED,0.00,0.00,10.10,16.60,0.00,0.00,0.00,164.60,0.00,8.30,251.50,0.00,0.00,0.00,0.00,0.00,0.00,451.10,332.40
Lambrusco ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,257.60,0.00,0.00,0.00,0.00,0.00,257.60,215.20
Malbec ,RED,318.60,870.70,2960.50,2217.90,109.20,406.80,2759.20,2441.50,2096.40,257.60,16664.30,1814.70,3821.00,2.80,6.70,160.90,108.90,37017.70,27764.40
Mataro * ,RED,33.10,127.80,771.50,39.40,58.90,1079.20,69.70,1238.30,29.80,370.80,61.00,509.00,87.60,0.00,6.90,109.80,15.90,4608.70,3647.40
Merlot ,RED,5968.40,1625.30,13761.00,14915.50,697.40,2617.80,27646.90,18160.60,904.20,806.70,82876.60,31539.90,45551.70,14109.70,37.90,338.80,7410.50,268968.90,252897.80
Meunier * ,RED,15.00,0.00,509.60,256.00,0.00,0.00,2.80,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,785.20,537.30
Mission ,RED,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.70,0.00,14.80,31.60,0.00,2364.40,0.00,6.00,3.40,0.00,2422.00,5700.60
Monastrell ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,0.00,0.00,4.90,0.00,0.00,0.00,0.00,6.00,0.00,19.30,0.00
Montepulciano ,RED,22.80,8.10,56.00,1.90,1.00,22.00,4.10,8.00,39.60,39.50,51.20,98.20,128.60,0.00,0.00,92.50,0.00,573.50,399.70
Muscat Hamburg * ,RED,0.00,0.00,5.20,0.30,0.00,0.00,1.10,18.90,0.20,30.00,171.40,144.40,241.00,0.00,0.00,0.00,0.00,612.50,633.40
Nebbiolo ,RED,15.80,3.20,12.40,13.20,0.00,23.60,0.50,203.00,7.10,64.40,1.00,0.00,144.00,0.00,0.00,6.10,17.40,511.70,407.20
Negrette * ,RED,0.00,0.00,1.40,2.00,0.00,0.20,23.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.10,20.80
Negroamaro ,RED,3.20,0.00,3.70,0.00,0.00,0.00,0.00,53.60,2.60,3.90,0.00,5.00,0.00,0.00,0.00,1.00,0.00,73.00,96.50
Nero D'Avola * ,RED,9.40,0.00,11.60,1.90,0.00,0.00,0.00,0.60,0.00,0.00,12.10,31.40,2.20,0.00,0.00,0.00,4.50,73.70,59.40
Petit Verdot ,RED,126.30,308.10,1332.00,2876.80,191.80,1497.50,1283.10,3174.00,2175.60,288.80,12133.00,5116.30,1478.40,5.00,3.00,49.60,27.70,32067.00,22155.30
Petite Sirah ,RED,2783.80,3394.00,3266.30,4045.10,1092.00,2808.80,2480.80,9101.30,4525.40,1120.50,44096.00,15031.50,1860.90,218.90,7.30,181.70,8988.70,105003.00,75217.40
Pinot Noir ,RED,9757.50,270.70,42566.30,8722.90,4919.30,1496.90,58419.90,25194.00,1696.80,78.60,34347.80,24957.50,9162.20,9089.30,11.20,44.20,23259.60,253994.70,185078.80
Pinotage ,RED,19.60,0.00,21.50,0.60,0.00,9.00,0.00,0.00,0.00,3.90,20.50,0.00,0.00,0.00,0.00,1.50,0.00,76.60,80.40
Primitivo ,RED,98.20,42.50,125.70,52.00,0.00,35.90,95.90,722.80,5.70,306.80,100.90,11.40,5.00,116.90,0.00,25.80,24.80,1770.30,1860.80
Refosco * ,RED,0.00,0.00,1.00,5.70,0.00,3.30,0.00,46.20,0.00,5.80,469.50,0.00,0.00,0.00,0.00,1.50,0.00,533.00,324.00
Royalty ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.30,0.00,0.00,0.00,0.00,31.30,37.60
Rubired * ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2199.90,0.00,642.70,5538.30,190510.10,47155.30,0.00,5.50,0.00,246051.80,279515.60
Ruby Cabernet ,RED,0.00,0.00,0.30,0.00,0.00,0.00,15.40,0.00,1.20,0.00,639.50,1006.10,40830.90,12235.10,0.00,5.10,0.00,54733.60,67686.10
Sagrantino ,RED,0.00,0.00,7.00,1.40,0.00,5.80,0.00,4.00,0.00,7.20,10.50,6.40,8.80,0.00,0.00,2.30,0.00,53.40,39.70
Salvador ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,444.10,0.00,2.40,0.00,448.10,355.60
Sangiovese * ,RED,277.50,25.90,1091.10,486.40,77.70,172.20,344.40,592.20,34.60,540.40,1768.20,64.60,419.40,0.00,7.00,230.80,230.20,6362.60,5731.30
Segalin ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,389.50,0.00,716.90,0.00,0.00,0.00,0.00,1107.50,762.30
Souzao ,RED,5.60,3.30,2.60,0.00,0.00,5.00,23.90,20.40,0.40,23.70,253.80,0.00,215.50,0.00,0.00,0.00,0.00,554.20,477.80
St Laurent ,RED,0.00,0.00,33.40,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.50,16.40
Syrah * ,RED,2176.50,1076.50,3618.10,2223.80,283.20,792.00,7694.30,15992.40,3664.80,1672.90,20590.40,10534.70,35978.20,950.60,41.50,425.50,639.10,108354.50,93293.60
Tannat ,RED,15.50,0.00,52.20,18.20,3.00,0.00,235.60,384.10,402.20,4.10,3386.80,1354.40,295.50,6.00,0.90,6.60,65.90,6231.00,5892.00
Tempranillo * ,RED,26.30,264.80,139.90,100.40,31.90,72.50,90.50,1356.10,735.10,351.20,1691.10,2.60,6990.10,62.70,7.00,179.50,298.10,12399.80,11173.20
Teroldego ,RED,0.00,0.50,3.10,0.00,0.00,56.50,0.00,58.80,424.90,14.60,6220.50,710.70,0.00,0.00,0.00,2.90,471.80,7964.30,2013.60
Tinta Cao ,RED,3.70,0.00,11.60,0.00,0.00,3.30,5.30,28.50,0.10,17.90,23.10,0.00,386.60,0.00,0.00,5.00,0.00,485.10,577.90
Tinta Madeira ,RED,0.00,0.00,0.30,0.00,0.00,0.00,0.00,1.60,0.10,0.00,0.00,0.00,89.80,0.00,0.00,0.00,0.00,91.80,96.10
Touriga Nacional * ,RED,11.60,8.30,7.70,43.80,0.00,13.30,5.10,59.00,0.10,63.90,1848.10,23.20,386.50,0.00,0.00,14.30,0.00,2484.90,1735.60
Trousseau * ,RED,0.00,8.70,5.20,0.00,0.00,0.00,2.50,9.50,0.00,13.60,27.30,0.00,8.50,0.00,0.00,0.00,0.00,75.30,41.60
Zinfandel ,RED,6174.50,1858.40,15287.70,3767.50,609.20,2557.90,426.50,7989.50,8566.50,7054.00,146881.20,18884.80,159556.00,33271.70,136.90,284.40,3308.50,416615.20,388482.70
Other Red  1/ ,RED,27.10,1.60,349.90,128.60,0.00,30.90,28.90,395.50,3.00,89.60,786.00,514.60,7171.90,631.40,0.00,3.70,86.60,10249.30,17387.20
