Type and Variety,COLOR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,2012 State Total,2011 State Total
Verdelho ,WHITE,0.00,0.00,0.00,24.90,58.70,15.20,5.30,46.30,4.30,60.10,1237.50,0.00,3.70,0.00,0.00,11.70,185.20,1652.90,877.90
Vermentino * ,WHITE,2.50,2.80,35.70,3.50,0.00,0.00,2.60,69.80,9.10,33.40,348.10,0.00,0.00,0.00,0.00,49.50,0.00,557.00,308.80
Vernaccia ,WHITE,1.00,0.00,48.50,0.00,0.00,0.00,0.00,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.10,34.20
Viognier ,WHITE,476.10,204.00,843.50,349.20,248.10,281.40,441.40,2408.40,826.80,420.90,11456.70,3837.10,753.00,0.00,11.70,173.40,1425.50,24157.20,18000.10
White Riesling * ,WHITE,510.30,379.30,363.80,460.90,162.60,15.00,14813.20,2230.30,21.40,18.40,3188.50,9391.30,612.00,0.40,0.00,149.10,4609.30,36925.80,27756.10
Other White  1/ ,WHITE,0.50,4.60,42.20,10.90,0.80,10.50,9.70,15.80,237.60,9.50,2256.10,0.00,776.80,1654.60,12.00,4.00,3.10,5048.70,1049.20
Aglianico ,RED,1.60,0.00,30.30,0.10,0.00,0.00,0.00,77.90,3.10,23.30,2.00,44.70,0.80,0.00,0.00,10.40,18.50,212.70,170.00
Aleatico ,RED,0.00,0.00,35.80,0.50,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,39.40,16.20
Alicante Bouschet * ,RED,5.00,0.40,149.60,2.60,4.30,74.60,6.50,47.80,0.00,68.10,3167.00,21.80,4546.40,386.00,10.40,25.70,111.10,8627.30,8510.10
Alvarelhao ,RED,0.00,0.00,0.70,0.00,0.00,0.00,0.00,15.60,1.60,6.10,14.10,0.00,0.00,0.00,0.00,0.00,0.00,38.10,20.50
Arinarnoa ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,487.80,0.00,0.00,0.00,0.00,488.00,432.70
Barbera ,RED,285.60,79.70,281.60,46.90,0.00,230.50,246.20,402.10,77.80,1591.00,1725.90,945.10,49956.90,313.70,0.00,77.20,11.90,56272.10,45349.40
Beclan ,RED,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00
Blaufraenkisch * ,RED,0.00,0.00,0.00,0.50,0.00,0.00,0.00,29.90,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.90,19.80
Cabernet Franc ,RED,36.90,414.30,1906.50,4046.80,62.40,177.40,659.50,1879.90,8.10,366.90,3448.80,2.50,59.10,525.60,12.60,238.90,113.00,13959.20,10859.90
Cabernet Sauvignon ,RED,8249.30,11991.90,47194.00,71470.20,948.20,4788.00,35541.10,53515.60,6068.60,1968.60,131322.90,46822.60,50308.00,22324.10,82.50,769.20,3409.20,496774.00,384302.20
Carignane ,RED,1150.40,3.30,510.60,17.40,72.80,341.30,11.10,45.70,0.00,52.00,1922.30,477.20,7697.50,1740.90,0.00,0.30,0.00,14042.80,13032.80
Carmenere ,RED,1.30,0.30,6.10,11.90,0.00,1.10,0.00,4.60,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.80,110.80
Carmine ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20
Carnelian ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3939.40,1098.10,0.00,0.00,0.00,5037.50,5216.90
Centurian ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,582.20,0.00,0.00,0.00,0.00,582.20,2221.30
Charbono ,RED,25.70,0.00,0.00,135.50,4.40,16.80,0.00,28.10,0.00,15.40,5.90,1.00,83.50,0.00,0.00,4.90,0.00,321.20,344.00
Ciliegiolo ,RED,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,0.00,0.00,0.00,0.00,0.00,5.90,7.20
Cinsaut * ,RED,0.00,0.30,26.40,2.30,0.00,86.40,29.90,100.40,0.00,12.60,52.80,0.00,0.00,98.10,0.00,67.30,3.10,479.60,510.10
Colorino ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,0.00,0.00,0.00,0.00,0.00,4.70,5.40
Counoise ,RED,2.60,5.80,7.50,0.30,0.00,9.50,2.70,128.70,0.00,10.40,0.00,9.10,0.00,0.00,0.00,5.70,0.00,182.30,138.20
Dolcetto ,RED,90.80,0.00,42.30,28.40,0.00,8.70,14.00,91.60,1.00,28.00,47.30,0.00,0.00,0.00,0.00,26.90,4.00,383.00,341.30
Dornfelder ,RED,0.00,0.00,34.60,0.00,0.00,0.00,3.10,2.40,0.00,0.00,0.00,774.10,0.00,0.00,0.00,0.00,0.00,814.20,721.50
Durif ,RED,0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,19.60
Early Burgundy ,RED,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,6.70,7.10
Fer Servadou ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,0.00,0.00,5.30,4.40
Freisa ,RED,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.80,0.00,9.50,0.00,6.70,0.00,0.00,0.00,0.00,0.00,25.00,15.00
Gamay (Napa) * ,RED,53.50,11.20,11.50,109.30,447.60,5.00,228.40,157.10,0.00,0.00,0.00,0.00,928.80,0.00,0.00,0.00,234.40,2186.80,1500.50
Gamay Beaujolais ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,30.30
Gamay Noir Au Jus Blanc ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,17.00
Graciano ,RED,0.00,0.00,9.00,0.00,1.10,9.70,3.70,5.10,22.30,17.80,27.60,7.30,0.00,0.00,0.00,0.00,0.00,103.60,84.70
Grand Noir ,RED,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,6.70
Grenache * ,RED,447.20,176.90,608.00,218.00,32.10,312.30,1087.60,4923.50,1261.20,440.40,610.00,4465.80,50029.60,545.40,35.80,173.10,152.20,65519.10,70083.30
Grignolino ,RED,0.00,0.00,0.00,27.80,0.00,9.90,0.00,0.00,0.40,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,38.60,31.30
Lagrein ,RED,0.00,0.00,21.90,0.00,0.00,0.00,0.00,171.40,0.50,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.20,158.60
Malbec ,RED,207.70,484.60,2469.20,2390.70,77.80,197.90,2208.40,1461.00,453.90,153.50,6403.50,1038.60,285.80,0.60,6.20,50.30,15.30,17905.00,8023.90
Mataro * ,RED,15.40,93.40,157.50,22.80,52.90,798.50,85.80,1255.90,17.30,364.60,58.10,508.80,45.70,0.00,14.10,123.40,4.90,3619.10,3559.80
Merlot ,RED,7066.20,1595.00,21627.60,25327.20,1318.50,2834.10,40654.20,21888.90,3534.60,1101.70,87034.70,36017.60,56697.20,17253.20,46.50,504.30,10415.40,334916.90,286340.40
Meunier * ,RED,11.30,0.00,581.20,327.50,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920.10,461.80
Mission ,RED,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.50,0.00,18.50,110.90,0.00,8314.00,83.30,29.80,2.30,0.00,8561.70,7758.00
Montepulciano ,RED,25.60,0.00,35.30,1.90,0.00,8.00,0.00,5.70,1.80,29.30,9.70,201.10,0.00,132.70,0.00,45.10,0.00,496.20,293.40
Muscat Hamburg * ,RED,0.00,0.00,4.60,1.50,3.50,10.50,0.60,1.40,0.20,26.30,67.40,118.30,147.20,0.00,0.00,0.00,0.00,381.50,313.20
Nebbiolo ,RED,12.60,3.40,22.30,11.90,0.00,12.80,0.00,238.70,2.40,64.70,0.00,0.00,160.20,0.00,0.00,6.20,7.20,542.40,379.90
Negrette * ,RED,0.00,0.00,0.00,0.00,0.00,0.10,22.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.30,19.30
Negroamaro ,RED,3.80,0.00,0.00,0.00,0.00,0.00,0.00,32.70,0.80,0.00,0.00,3.80,0.00,0.00,0.00,1.50,0.00,42.60,61.10
Nero D'Avola * ,RED,14.50,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116.20,1.90,0.00,0.00,5.30,0.00,139.90,25.90
Peloursin ,RED,0.00,0.00,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.20,2.00
Petit Verdot ,RED,166.00,267.80,1162.60,2895.00,126.40,548.70,913.50,2230.70,880.40,173.10,5458.30,2723.20,390.20,2.00,1.10,51.70,15.80,18006.50,14158.40
Petite Sirah ,RED,2036.40,2118.30,3149.10,3488.80,723.50,2257.50,2212.00,7214.10,1342.20,957.70,25987.10,9034.00,601.90,3.40,6.70,190.20,4742.10,66065.00,58575.20
Pfeffer Cabernet ,RED,0.00,0.00,0.00,0.00,0.00,0.00,4.80,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.70,8.80
Pinot Noir ,RED,8657.40,260.10,52793.20,12088.80,4657.50,1939.50,54147.30,23498.10,1671.80,66.20,26431.30,23390.10,12730.70,11337.80,15.00,45.70,14738.60,248469.10,170450.10
Pinotage ,RED,32.50,0.00,21.30,8.00,0.00,2.00,0.00,0.00,0.00,7.10,28.80,0.00,0.00,0.00,0.00,4.70,0.00,104.40,72.10
Primitivo ,RED,132.50,27.30,248.60,51.20,0.00,17.00,144.00,492.50,16.80,367.00,241.10,0.00,3.10,8.10,0.00,29.30,28.00,1806.50,988.20
Refosco * ,RED,0.00,0.00,0.60,5.10,0.00,2.60,0.00,108.50,0.00,5.80,447.50,0.00,0.00,0.00,0.00,1.00,0.00,571.10,591.80
Royalty ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.40,584.30,0.00,0.00,0.00,624.70,699.10
Rubired * ,RED,0.00,0.00,0.00,4.40,0.00,0.00,0.00,0.00,718.40,0.50,620.50,6734.10,168969.00,49450.90,0.00,6.10,0.00,226503.90,256276.10
Ruby Cabernet ,RED,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.90,0.00,779.10,2569.20,53723.80,14181.60,0.00,0.00,0.00,71256.50,74498.60
Sagrantino ,RED,0.00,0.00,4.70,0.00,0.00,0.00,0.00,5.00,0.00,3.20,0.00,34.70,0.00,0.00,0.00,0.40,0.00,48.00,68.90
Salvador ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1069.40,0.00,2.20,0.00,1071.60,1282.10
Sangiovese * ,RED,463.40,0.00,1341.50,584.50,15.80,233.20,423.80,700.80,31.20,661.40,2500.50,52.50,699.00,1062.10,14.10,271.70,363.10,9418.60,7236.00
Segalin ,RED,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,706.10,0.00,0.00,0.00,0.00,706.10,692.90
Souzao ,RED,3.20,3.80,4.40,0.00,0.00,5.00,22.30,20.60,0.10,24.30,276.70,3.00,251.70,0.00,0.00,0.00,0.00,615.10,522.70
St Laurent ,RED,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00
Syrah * ,RED,2602.10,1256.20,5252.20,2989.20,356.30,1176.70,9806.20,17698.60,3723.20,1840.10,25939.30,12067.20,44174.20,2076.70,61.20,464.60,1002.10,132486.10,109422.60
Tannat ,RED,6.10,0.00,98.70,13.70,18.10,0.00,219.30,270.80,16.80,4.10,1591.40,1536.30,0.00,3.70,0.00,3.90,12.20,3795.10,2763.50
Tempranillo * ,RED,5.50,122.80,248.70,136.50,22.40,67.70,59.40,1063.60,584.30,405.20,1002.10,18.50,7657.90,3.00,8.40,162.30,69.80,11638.10,9903.60
Teroldego ,RED,0.00,0.00,3.40,0.00,0.00,87.80,58.70,51.40,14.80,12.20,400.00,0.00,4.60,0.00,0.00,0.00,27.90,660.80,387.30
Tinta Barroca ,RED,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.90,0.00,0.00,0.00,0.00,7.30,2.80
Tinta Cao ,RED,3.60,4.30,18.00,0.00,0.00,0.00,9.60,12.80,0.10,26.00,13.40,0.00,322.40,0.00,0.00,2.90,0.00,413.10,584.40
Tinta Madeira ,RED,0.00,1.80,0.50,0.00,0.00,0.00,0.00,3.60,0.10,0.00,0.00,0.00,142.10,0.00,0.00,0.00,0.00,148.10,100.10
Touriga Francesca ,RED,2.60,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,13.80,6.40,0.00,0.00,0.00,0.00,0.00,0.00,25.80,8.70
Touriga Nacional * ,RED,18.90,17.70,8.30,59.40,0.00,25.20,26.90,50.90,0.10,36.30,1705.20,59.20,537.60,0.00,0.00,22.10,0.00,2567.80,2009.80
Trousseau * ,RED,0.00,4.90,4.30,0.00,0.00,0.00,3.60,0.00,0.00,6.50,80.30,0.00,0.00,0.00,0.00,0.00,0.00,99.60,38.90
Zinfandel ,RED,8151.20,3238.50,21204.20,5405.40,560.20,2908.10,698.20,11501.30,6333.30,9666.50,170452.70,22641.40,140201.00,39684.40,486.20,222.40,4684.30,448039.30,345168.10
Other Red  1/ ,RED,10.60,0.40,361.50,170.70,5.50,261.20,83.50,69.30,40.10,25.30,213.80,21.00,11503.10,273.70,10.00,4.30,1.00,13055.00,12007.90
